IMAGE_ID,IMAGE_URL
af5d28c402d524e83a5d932528e5cc0f0a0536a7a9d46d854bcceda195e53e0e,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/68817e9d-003c-4153-a55b-4119a1c1eaf5.png
955b17e67101a62b1debecf20e59dc51ad12732f1fc5c46863d3643639288123,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/b89539af-4101-49d6-8d36-bc81e0853840.png
b735cd478c49a65386203674adef365e464ce394d5154e1c139614ad882fa5a9,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/743cdaef-4e50-448b-9231-2e4c938cc0b7.png
ac10bae9578cf29fa53f95c7c24ac1bdc279c82607c9037c0500a2ce288b01fe,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/b1e339f1-c77d-4b71-8d97-a2a09a45ae56.png
b92f8380ea2e9bd51966cc77e77a85791fcb5a150c38f0125679ed652bd84563,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/98fdfc83-e8b0-4dac-a148-a11841bbbb18.png
81d73b8be188c512ed19f6d2ec2ddd3efcb27d4aefb61ca0b036bbbf55bf88bd,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/b0254f47-4690-4e90-8d06-6ddca077ceae.png
b277785aa2665d19dd0dd44e8127dd0c521aefa0c287e005139284669c062f02,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/35ee0beb-f067-4f9e-a065-97a94da52c1c.png
7e3ec565a3fe496ab27905e43e13197b26dc23b965a744a97926654929bf2bcb,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/e4f94274-6812-4db9-aaa0-977463a88bed.png
bfb1d1108bda80d4a48c3d5d7621b50776a980de46978d87f7e7a8f4e66d8c04,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/84e92f0f-2ccd-46b2-a85b-461b09f50b8a.png
b4be25b3b5e667ee184a098e3fedb28d3b0d7ab30854735b93528d48d91e2c56,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/629dcc3f-1eb2-454c-ab15-44e3b396e40a.png
81d73b8be188c512ed19f6d2ec2ddd3efcb27d4aefb61ca0b036bbbf55bf88bd,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/b0254f47-4690-4e90-8d06-6ddca077ceae.png
caa42c0609ff8285fd6a624256104d7508bbe0d0dce3e71c86782ffb75d9e788,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/38562295-d9ea-4173-8d7d-523020e1c1aa.png
c6b80d9b21138632630b9b7575480698da4df2656a0ea0ae953a913293a777b6,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/e73682e7-1126-4641-bd0f-5fe73f0c9fac.png
8bb5f1bb4b63e4528d1e9cdda47014a4b4044c3aa5f66d6c8affdaa03597af5c,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/4e9b1be7-0529-49be-bb2f-4fa198dae296.png
80ff8a1e57bd9e915819e31d8c3734d4e575b1078be5df3586c41c11c8808436,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/4ce4cc93-61cd-4b10-8f78-aed4fd25980b.png
7e3ec565a3fe496ab27905e43e13197b26dc23b965a744a97926654929bf2bcb,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/e4f94274-6812-4db9-aaa0-977463a88bed.png
bd1d0b4777b6fe680a09418f210960800a43a69376009c7c65ad9cf1bece48bd,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/1349f931-f354-4141-b993-876e9219957f.png
c134111a37be7597eb51db25c0dffcb00fa6b451a823372220af00b8771575fc,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/712b1f06-985c-4122-b531-37a95a8b0af6.png
b166bfee18dbde6c7b2fdd30181cdcf83af1bb60bf93e6b17f3f3b8b5d0c2029,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/4df9d130-527e-4b28-b1e6-d74608c11a1b.png
b98e7526c757e5acd7defd651551b9cbb801c43b554c87a0fa05d6ad44e4925a,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/2f43637f-e16d-4b4b-b99e-cf06161e3d35.png
8b98b4da5addf3d640ef71774ac8cbb15c790eabce68e2ef5462c022871cdcfa,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/0cc680f3-fdff-4c51-b389-f437757e21db.png
88b4935d2af6a67bc9eb751608d193547c143015c22db28fe6e7992d34bc8d22,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/ad0651d3-ed4d-45d3-94ad-0e69faca79f5.png
bbc86a1a6d117b7978a5e93b8c19452dab8e55a5a4998e1db048054fefd1f330,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/557a564e-05b9-46c7-91e5-19684701e656.png
aea9edb64a26f2b33b9a38be907b282d9dbfd3fdf020572a4fa6c5294111db38,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/c0a14b02-76d8-4f55-92f3-4f964d8376df.png
8bb5f1bb4b63e4528d1e9cdda47014a4b4044c3aa5f66d6c8affdaa03597af5c,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/4e9b1be7-0529-49be-bb2f-4fa198dae296.png
c5a37fc9ed5bf73646ca9a3fce3717697a281e0ede9d7585c1e06c8e93a8b2e3,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/4396e3bc-3f98-4d63-aca1-72a6223d4ee1.png
b541c9389b155fe82319bf27cd9ad3bec2f0f24e86ed10073bba57c4d6ec0fdd,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/95015f51-7273-4f46-aa64-d85a16e930ad.png
9c21efc5db03f760514faf7e34e159921e4ddad1faf8f8839ee58128af09fbec,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/8c5befe0-7e2a-4c87-8f99-66d1ab1f6c7f.png
c95aa62077350376f3ee98e4b8492e5396915fbfdf5d5c245a8d55da8a99b3e0,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/60ecea16-01cb-457f-8c8c-f2f99415ab64.png
7bb758364a3fd65fc4379bf4fcfb9c71089de2f3e7e9566b9654787979f199b1,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/9fb8ca64-015c-46d2-a7cc-7fbbec28063f.png
aea9edb64a26f2b33b9a38be907b282d9dbfd3fdf020572a4fa6c5294111db38,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/c0a14b02-76d8-4f55-92f3-4f964d8376df.png
93a95ec8bf89b450a026d041fa5167ecebef0473cde3eff7677d71461bcd5247,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/7e5e85d8-2fab-4f3d-b598-248b7c050b5f.png
f8f3b56008478f8604f7e3d9d3396d3dd1daa4c57fed18a9d61ec18c7cab3414,https://media.shalion.com/visibility-screenshots/www.carrefour.es/2025-05-17/01364d26-0b83-43c3-81f9-571a00a7dfb6.png
